Raw ERP/Planning Export - intentionally messy,,,,,,,,
,,,,,,,,
Date,Dept,Account,Vendor / Customer,Amount EUR,Source,Owner,Status,Manual note
01/4/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"5,136",Check,,needs mapping,One-off item
01/3/26,G&A,Accounting fees,Jason CPA,"4,203",ERP,M. Chen,late invoice,Check sign
01-Jan-26,G&A,Office rent,Landlord,"2,090",manual Entry,Erikfinance ops,Posted,One-off item
01/1/26,Mktg,Customer appr.,Gift hamper,"1,965",cash,,late invoice,Ask owner
01/3/26,G&A,Office rent,Landlord,"2,859",manual Entry,,Posted,One-off item
25 Mar-26,G&A,Office rent,Landlord,"3,074",ERP,,accrual,Timing issue
01/3/26,Revenue,Subscr. revenue,Retail Customer,"2,790",cash,Andres,Posted,Map to GL 6100
2026-03-28,Marketing,Paid media,Google / LinkedIn,"5,325",cash,,Posted,Timing issue
25 Mar-26,Services,Support tools,Zendesk / Gainsight,"6,138",ERP,M. Chen,manual adj,Ask owner
01/4/26,G&A,Office rent,Landlord,"8,762",cash,M. Chen,late invoice,Check sign
2026-03-28,Services,Support tools,Zendesk / Gainsight,"5,363",Check,Andres,,Timing issue
2026-02-26,COGS,Payroll - eng,Payroll,"(7,586)",Check,,accrual,Check sign
2026-04-01,Mktg,Events & webinars,Various,"6,484",Pos,Erikfinance ops,needs mapping,Map to GL 6100
01/4/26,Services,Support tools,Zendesk / Gainsight,"7,370",Pos,,posted,One-off item
25 Mar-26,R&D,Cloud hosting,AWS / Datadog,"7,505",cash,Andres,posted,Check sign
01/3/26,Mktg,Customer appr.,Gift hamper,"9,068",Check,Andres,accrual,Map to GL 6100
2026-04-01,G&A,Accounting fees,Brandon,"(9,500)",cash,Alex - FP&A,accrual,Vendor invoice late
01/4/26,Revenue,Product sales,Retail Customer,"(7,947)",Pos,Erikfinance ops,Posted,Vendor invoice late
01/3/26,Mktg,Customer appr.,Soccer Ticket,"6,223",Check,,manual adj,Ask owner
2026-02-26,Marketing,Google Ads,Google / LinkedIn,264,Check,,Posted,One-off item
01/4/26,G&A,Office rent,Landlord,"9,278",manual Entry,M. Chen,posted,Check sign
15 Feb-26,COGS,Cloud hosting,AWS / Datadog,"2,672",ERP,Andres,posted,One-off item
2026-04-01,R&D,AI automation,n8n,"5,052",Pos,TBD,late invoice,Check sign
25 Mar-26,COGS,Materials,Johnsons Supply,641,ERP,M. Chen,needs mapping,Map to GL 6100
2026-02-26,Marketing,Events & webinars,Various,"6,139",ERP,Alex - FP&A,needs mapping,One-off item
2026-04-01,G&A,Office rent,Landlord,"7,546",manual Entry,TBD,manual adj,One-off item
01-Jan-26,G&A,Accounting fees,Brandon,"5,439",Check,M. Chen,needs mapping,
01-Jan-26,Marketing,Events & webinars,Various,"4,708",ERP,Andres,posted,Map to GL 6100
01/2/26,R&D,Cloud hosting,AWS / Datadog,"7,415",ERP,M. Chen,Posted,
2026-03-28,G&A,Accounting fees,Brandon,"1,001",Check,Andres,Posted,Ask owner
2026-03-28,Mktg,Customer appr.,Amazon gift c.,"1,287",manual Entry,Erikfinance ops,posted,Ask owner
15 Apr-26,Services,Prof services,Implementation clients,"(7,199)",cash,,accrual,One-off item
01/1/26,Marketing,Customer appr.,Soccer Ticket,"9,736",Check,Andres,late invoice,Check sign
2026-04-01,R&D,Cloud hosting,AWS / Datadog,"6,644",manual Entry,Alex - FP&A,late invoice,Ask owner
01-Jan-26,Sales,Payroll - sales,Payroll,"5,548",Pos,Andres,,One-off item
01/1/26,COGS,Payroll - eng,Payroll,"2,942",cash,TBD,,
01/1/26,R&D,Cloud hosting,AWS / Datadog,"(6,476)",Pos,TBD,needs mapping,Ask owner
01/3/26,G&A,Legal fees,Europa Law firm,"3,884",Pos,TBD,Posted,Map to GL 6100
2026-03-28,Marketing,Customer appr.,Amazon gift c.,"2,668",Pos,Alex - FP&A,,Timing issue
15 Feb-26,Services,Prof services,Implementation clients,"5,685",Pos,Andres,late invoice,Check sign
15 Feb-26,Revenue,Service,Retail Customer,"4,518",cash,TBD,accrual,Timing issue
01/1/26,R&D,AI automation,n8n,"2,228",ERP,M. Chen,manual adj,Map to GL 6100
25 Mar-26,R&D,Cloud hosting,AWS / Datadog,"(3,934)",manual Entry,Andres,manual adj,Timing issue
01/4/26,Services,Support tools,Zendesk / Gainsight,"8,493",Check,Alex - FP&A,,Vendor invoice late
2026-01-25,COGS,Materials,Johnsons Supply,"1,762",manual Entry,,posted,One-off item
01/2/26,Marketing,Customer appr.,Soccer Ticket,"(8,032)",Pos,Erikfinance ops,Posted,Ask owner
2026-02-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,732",manual Entry,M. Chen,late invoice,Check sign
2026-03-28,Marketing,Paid media,Google / LinkedIn,"(3,390)",cash,M. Chen,manual adj,Map to GL 6100
15 Apr-26,Sales,Payroll - sales,Payroll,"8,702",Pos,Erikfinance ops,posted,Map to GL 6100
25 Mar-26,Services,Prof services,Implementation clients,915,Check,Erikfinance ops,late invoice,Check sign
2026-03-28,Mktg,Events & webinars,Various,"4,200",manual Entry,M. Chen,,
01-Jan-26,Revenue,Service,Corp. clients,"6,444",Check,TBD,late invoice,Timing issue
01/3/26,COGS,Payroll - eng,Payroll,"(2,820)",Check,Erikfinance ops,Posted,Timing issue
25 Mar-26,Marketing,Customer appr.,Amazon gift c.,"1,225",cash,Erikfinance ops,late invoice,Check sign
01/4/26,Marketing,Google Ads,Google / LinkedIn,"(1,065)",manual Entry,Erikfinance ops,late invoice,Ask owner
01-Jan-26,Mktg,Customer appr.,Soccer Ticket,"5,920",cash,TBD,,One-off item
01/2/26,G&A,Accounting fees,Jason CPA,"4,807",cash,,,Vendor invoice late
2026-04-01,Sales,CRM / RevOps tools,Salesforce / Outreach,"1,501",ERP,Alex - FP&A,Posted,Vendor invoice late
15 Apr-26,Marketing,Events & webinars,Various,"4,684",Pos,,Posted,Check sign
01-Jan-26,R&D,Payroll - eng,Payroll,"6,612",manual Entry,TBD,,One-off item
15 Feb-26,R&D,AI automation,n8n,"1,681",ERP,,late invoice,Check sign
15 Feb-26,COGS,Cloud hosting,AWS / Datadog,"(2,725)",ERP,Andres,accrual,Vendor invoice late
01/3/26,Marketing,Paid media,Google / LinkedIn,"6,184",cash,Alex - FP&A,posted,Check sign
01-Jan-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"7,170",ERP,,accrual,Timing issue
2026-02-26,Revenue,Subscr. revenue,Retail Customer,"3,961",Check,Erikfinance ops,Posted,Vendor invoice late
25 Mar-26,Services,Support tools,Zendesk / Gainsight,"2,271",ERP,TBD,accrual,One-off item
2026-04-01,Revenue,Product sales,Corp. clients,"6,085",Check,TBD,manual adj,One-off item
2026-01-25,R&D,AI automation,n8n,"9,675",cash,M. Chen,needs mapping,Timing issue
15 Apr-26,Revenue,Revenue,Corp. clients,"2,343",Check,Erikfinance ops,needs mapping,One-off item
01/4/26,Sales,Payroll - sales,Payroll,"6,801",ERP,Alex - FP&A,Posted,Map to GL 6100
2026-02-26,Services,Support tools,Zendesk / Gainsight,"6,452",cash,Alex - FP&A,accrual,One-off item
01-Jan-26,G&A,Office rent,Landlord,"5,610",Pos,M. Chen,late invoice,Vendor invoice late
01/3/26,COGS,Payroll - eng,Payroll,"3,788",Check,Alex - FP&A,Posted,One-off item
01/2/26,Marketing,Google Ads,Google / LinkedIn,"2,508",Pos,Andres,late invoice,
25 Mar-26,COGS,Cloud hosting,AWS / Datadog,"(6,161)",manual Entry,,Posted,Timing issue
2026-02-26,Mktg,Paid media,Google / LinkedIn,"9,551",Check,TBD,manual adj,Vendor invoice late
01-Jan-26,G&A,Legal fees,Buchalter,"6,498",Pos,TBD,manual adj,
15 Feb-26,Revenue,Subscr. revenue,Corp. clients,"9,286",Pos,,,Timing issue
01-Jan-26,Mktg,Paid media,Google / LinkedIn,"4,897",cash,TBD,posted,Check sign
15 Feb-26,COGS,Payroll - eng,Payroll,"(2,762)",cash,Alex - FP&A,,One-off item
01/4/26,Mktg,Paid media,Google / LinkedIn,"7,107",Check,Alex - FP&A,Posted,Map to GL 6100
01/3/26,Sales,Sales commission,Payroll,"1,598",manual Entry,Alex - FP&A,Posted,
25 Mar-26,Marketing,Paid media,Google / LinkedIn,"(3,294)",Check,,late invoice,
01/4/26,Revenue,Revenue,Corp. clients,"6,477",Check,,late invoice,Vendor invoice late
2026-02-26,Mktg,Events & webinars,Various,"9,248",Check,Alex - FP&A,manual adj,Map to GL 6100
15 Apr-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"6,427",Check,TBD,manual adj,Map to GL 6100
15 Apr-26,G&A,Legal fees,Buchalter,"1,299",Check,,manual adj,One-off item
01/1/26,G&A,Office rent,Landlord,454,Pos,TBD,late invoice,Check sign
2026-02-26,R&D,Payroll - eng,Payroll,"5,192",manual Entry,TBD,Posted,Vendor invoice late
2026-01-25,Marketing,Google Ads,Google / LinkedIn,"4,126",Pos,M. Chen,posted,Ask owner
15 Apr-26,Mktg,Customer appr.,Gift hamper,"1,280",cash,Alex - FP&A,late invoice,Vendor invoice late
15 Apr-26,COGS,Materials,Home Depot,"6,114",Check,Alex - FP&A,accrual,
01/2/26,Marketing,Customer appr.,Amazon gift c.,"9,367",cash,M. Chen,late invoice,Check sign
01/2/26,Marketing,Google Ads,Google / LinkedIn,"6,330",Pos,TBD,manual adj,Timing issue
2026-04-01,COGS,Materials,Walmart,"3,911",Check,Erikfinance ops,late invoice,Ask owner
01/2/26,Mktg,Customer appr.,Gift hamper,"3,564",manual Entry,M. Chen,manual adj,Timing issue
15 Feb-26,Revenue,Service,Retail Customer,"8,863",ERP,Alex - FP&A,needs mapping,Timing issue
01/1/26,Revenue,Revenue,Retail Customer,"3,162",Check,,late invoice,Check sign
01/2/26,Sales,Sales commission,Payroll,260,Check,TBD,posted,Check sign
01-Jan-26,Revenue,Subscr. revenue,Corp. clients,"5,498",Check,,late invoice,Vendor invoice late
01/4/26,Sales,Sales commission,Payroll,"5,299",manual Entry,Andres,late invoice,Map to GL 6100
01/3/26,COGS,Materials,Electric house,"2,854",Pos,,needs mapping,Vendor invoice late
2026-04-01,Revenue,Service,Retail Customer,"(7,508)",manual Entry,Andres,,Timing issue
01-Jan-26,Mktg,Customer appr.,Soccer Ticket,"(4,639)",Pos,M. Chen,Posted,One-off item
2026-01-25,Mktg,Paid media,Google / LinkedIn,"6,101",Pos,TBD,,
25 Mar-26,Mktg,Paid media,Google / LinkedIn,"2,419",cash,Andres,Posted,Ask owner
25 Mar-26,G&A,Office rent,Landlord,"6,454",Check,Andres,,
15 Feb-26,Marketing,Customer appr.,Soccer Ticket,"3,627",Check,TBD,Posted,Map to GL 6100
01-Jan-26,Marketing,Events & webinars,Various,"(3,158)",cash,Erikfinance ops,,Timing issue
15 Feb-26,COGS,Materials,Electric house,"1,642",Pos,M. Chen,posted,Map to GL 6100
01/2/26,COGS,Cloud hosting,AWS / Datadog,"5,542",manual Entry,Alex - FP&A,Posted,Vendor invoice late
2026-03-28,Mktg,Events & webinars,Various,"1,753",ERP,M. Chen,needs mapping,One-off item
25 Mar-26,Marketing,Google Ads,Google / LinkedIn,"7,103",Check,Alex - FP&A,accrual,
2026-04-01,R&D,Payroll - eng,Payroll,"(8,428)",Check,M. Chen,posted,Ask owner
2026-03-28,Sales,Sales commission,Payroll,"4,526",manual Entry,Andres,needs mapping,
01/2/26,Sales,Sales commission,Payroll,"(1,328)",cash,M. Chen,needs mapping,Map to GL 6100
2026-04-01,Sales,Sales commission,Payroll,"3,210",ERP,Erikfinance ops,late invoice,One-off item
2026-03-28,Mktg,Events & webinars,Various,"5,580",Pos,Erikfinance ops,late invoice,
01-Jan-26,Marketing,Events & webinars,Various,"1,198",Pos,,manual adj,Map to GL 6100
15 Apr-26,Revenue,Service,Corp. clients,"1,584",Check,TBD,late invoice,Ask owner
2026-02-26,G&A,Accounting fees,Brandon,"9,875",Check,M. Chen,needs mapping,Ask owner
2026-03-28,COGS,Payroll - eng,Payroll,"1,901",Pos,Erikfinance ops,accrual,Check sign
2026-02-26,G&A,Office rent,Landlord,"9,214",cash,Alex - FP&A,late invoice,Map to GL 6100
15 Apr-26,Revenue,Subscr. revenue,Retail Customer,"4,806",manual Entry,M. Chen,needs mapping,Map to GL 6100
01-Jan-26,Revenue,Revenue,Corp. clients,"7,711",Check,,late invoice,Check sign
2026-02-26,Marketing,Customer appr.,Soccer Ticket,782,cash,Alex - FP&A,late invoice,
15 Feb-26,G&A,Legal fees,Europa Law firm,"2,889",cash,Alex - FP&A,accrual,Map to GL 6100
01/2/26,Marketing,Paid media,Google / LinkedIn,"4,796",Check,Erikfinance ops,,Ask owner
2026-02-26,Mktg,Paid media,Google / LinkedIn,"(1,774)",Check,Erikfinance ops,accrual,
2026-02-26,Marketing,Customer appr.,Gift hamper,"6,030",Pos,,accrual,Check sign
2026-01-25,Mktg,Paid media,Google / LinkedIn,"5,978",ERP,Andres,,One-off item
01/2/26,Sales,Payroll - sales,Payroll,"2,919",Check,,Posted,Timing issue
2026-02-26,R&D,Payroll - eng,Payroll,614,manual Entry,Andres,posted,Check sign
01/2/26,R&D,Payroll - eng,Payroll,"6,334",ERP,TBD,Posted,Map to GL 6100
2026-02-26,Marketing,Customer appr.,Gift hamper,"9,588",cash,M. Chen,,Ask owner
2026-03-28,Sales,Payroll - sales,Payroll,"6,762",Pos,Andres,,
01-Jan-26,Marketing,Customer appr.,Amazon gift c.,"(3,102)",manual Entry,Andres,,Check sign
15 Feb-26,Sales,Sales commission,Payroll,"2,792",Pos,TBD,accrual,Ask owner
01/2/26,Revenue,Revenue,Retail Customer,"2,527",manual Entry,M. Chen,late invoice,Vendor invoice late
2026-03-28,COGS,Payroll - eng,Payroll,"8,171",manual Entry,TBD,manual adj,Map to GL 6100
01/4/26,R&D,AI automation,n8n,"2,295",ERP,,manual adj,One-off item
2026-03-28,Sales,CRM / RevOps tools,Salesforce / Outreach,"6,865",ERP,M. Chen,Posted,Timing issue
01/2/26,Revenue,Product sales,Retail Customer,"4,009",Pos,Andres,needs mapping,Map to GL 6100
01/4/26,G&A,Legal fees,Buchalter,"8,627",ERP,TBD,Posted,Timing issue
2026-04-01,Sales,Payroll - sales,Payroll,"2,886",manual Entry,M. Chen,posted,Vendor invoice late
2026-02-26,Revenue,Revenue,Retail Customer,"9,310",cash,Erikfinance ops,,Timing issue
01-Jan-26,Sales,Payroll - sales,Payroll,"1,399",ERP,TBD,,Ask owner
2026-01-25,Revenue,Subscr. revenue,Corp. clients,"(4,994)",cash,Andres,accrual,Map to GL 6100
2026-02-26,COGS,Payroll - eng,Payroll,"3,747",Pos,Andres,Posted,Check sign
2026-02-26,G&A,Legal fees,Europa Law firm,"(6,181)",Check,Alex - FP&A,Posted,One-off item
2026-03-28,R&D,AI automation,n8n,"6,943",ERP,Alex - FP&A,,One-off item
01/2/26,Services,Support tools,Zendesk / Gainsight,"6,460",cash,Alex - FP&A,late invoice,One-off item
25 Mar-26,Sales,Payroll - sales,Payroll,"5,321",ERP,Andres,accrual,One-off item
2026-04-01,COGS,Cloud hosting,AWS / Datadog,"(4,493)",cash,Alex - FP&A,Posted,
25 Mar-26,Services,Support tools,Zendesk / Gainsight,"9,476",Pos,M. Chen,Posted,Ask owner
2026-04-01,Marketing,Paid media,Google / LinkedIn,"9,180",manual Entry,Erikfinance ops,late invoice,Map to GL 6100
2026-04-01,Marketing,Events & webinars,Various,"5,379",Check,Erikfinance ops,,
2026-01-25,Services,Support tools,Zendesk / Gainsight,"8,477",Pos,Alex - FP&A,manual adj,Check sign
25 Mar-26,G&A,Office rent,Landlord,"3,955",Pos,M. Chen,posted,Ask owner
01/3/26,Revenue,Subscr. revenue,Retail Customer,"3,945",cash,Alex - FP&A,accrual,Map to GL 6100
15 Apr-26,COGS,Materials,Walmart,28,Pos,Andres,late invoice,Ask owner
15 Apr-26,Services,Prof services,Implementation clients,"5,448",Check,Erikfinance ops,needs mapping,Vendor invoice late
01/3/26,Sales,Sales commission,Payroll,"5,016",Pos,Erikfinance ops,late invoice,Check sign
15 Feb-26,COGS,Payroll - eng,Payroll,"2,483",manual Entry,,needs mapping,Map to GL 6100
25 Mar-26,Services,Support tools,Zendesk / Gainsight,"8,501",manual Entry,Andres,posted,Ask owner
15 Feb-26,Revenue,Revenue,Corp. clients,"8,595",Check,M. Chen,accrual,Ask owner
25 Mar-26,Mktg,Customer appr.,Amazon gift c.,"(9,147)",Pos,Alex - FP&A,needs mapping,Map to GL 6100
2026-03-28,Revenue,Service,Retail Customer,"8,966",Check,Erikfinance ops,accrual,Ask owner
15 Feb-26,Services,Support tools,Zendesk / Gainsight,"2,156",Check,TBD,needs mapping,Timing issue
2026-01-25,R&D,Cloud hosting,AWS / Datadog,"6,736",cash,Alex - FP&A,late invoice,
01-Jan-26,R&D,Cloud hosting,AWS / Datadog,"3,654",cash,TBD,late invoice,Check sign
01/3/26,Mktg,Paid media,Google / LinkedIn,"(2,449)",cash,,posted,One-off item
2026-01-25,R&D,Payroll - eng,Payroll,"9,497",ERP,Andres,late invoice,Ask owner
01-Jan-26,Services,Support tools,Zendesk / Gainsight,"5,147",Check,Erikfinance ops,,Ask owner
15 Feb-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,937",ERP,M. Chen,accrual,Ask owner
2026-01-25,Services,Prof services,Implementation clients,"4,651",cash,Andres,Posted,Map to GL 6100
2026-04-01,Revenue,Product sales,Corp. clients,"4,718",manual Entry,Erikfinance ops,manual adj,
2026-02-26,Marketing,Paid media,Google / LinkedIn,"(5,062)",ERP,Andres,accrual,Check sign
2026-01-25,Mktg,Events & webinars,Various,"2,363",manual Entry,,posted,Check sign
2026-04-01,Revenue,Subscr. revenue,Retail Customer,"1,886",cash,M. Chen,manual adj,Ask owner
01/2/26,G&A,Legal fees,Europa Law firm,"(3,514)",manual Entry,M. Chen,needs mapping,Vendor invoice late
15 Feb-26,COGS,Cloud hosting,AWS / Datadog,"6,917",manual Entry,TBD,late invoice,Vendor invoice late
01-Jan-26,Mktg,Events & webinars,Various,"2,440",Pos,Andres,accrual,Timing issue
01/4/26,G&A,Office rent,Landlord,"2,832",cash,Alex - FP&A,accrual,Ask owner
15 Feb-26,COGS,Materials,Johnsons Supply,"5,222",cash,Erikfinance ops,accrual,Timing issue
01/1/26,G&A,Legal fees,Buchalter,524,ERP,Erikfinance ops,posted,Vendor invoice late
01/1/26,Sales,Sales commission,Payroll,295,manual Entry,Andres,needs mapping,
01/4/26,Sales,Sales commission,Payroll,"5,458",manual Entry,Erikfinance ops,needs mapping,Ask owner
25 Mar-26,R&D,Payroll - eng,Payroll,534,ERP,TBD,,Check sign
25 Mar-26,COGS,Materials,Electric house,"4,594",manual Entry,Alex - FP&A,needs mapping,Vendor invoice late
2026-03-28,Revenue,Service,Retail Customer,"7,738",Pos,Andres,Posted,Timing issue
01/4/26,Sales,Payroll - sales,Payroll,"(7,873)",Check,Andres,needs mapping,
2026-01-25,Sales,Payroll - sales,Payroll,"3,456",Check,Alex - FP&A,Posted,
15 Feb-26,Sales,Payroll - sales,Payroll,"(9,627)",ERP,M. Chen,accrual,
2026-03-28,G&A,Legal fees,Europa Law firm,"8,599",Check,TBD,needs mapping,Check sign
2026-01-25,COGS,Payroll - eng,Payroll,"1,279",Pos,TBD,accrual,Timing issue
25 Mar-26,G&A,Office rent,Landlord,"4,145",Check,,,Map to GL 6100
2026-01-25,Mktg,Customer appr.,Amazon gift c.,"1,454",cash,Andres,accrual,Vendor invoice late
15 Apr-26,G&A,Office rent,Landlord,"9,576",Pos,Andres,Posted,Check sign
01/1/26,Services,Prof services,Implementation clients,"9,291",manual Entry,Erikfinance ops,posted,
2026-04-01,Sales,Payroll - sales,Payroll,"6,860",manual Entry,Erikfinance ops,Posted,One-off item
01-Jan-26,COGS,Payroll - eng,Payroll,"2,709",cash,TBD,needs mapping,One-off item
15 Apr-26,COGS,Cloud hosting,AWS / Datadog,"7,999",ERP,Andres,accrual,Map to GL 6100
2026-01-25,Mktg,Customer appr.,Gift hamper,"2,387",Pos,TBD,late invoice,Vendor invoice late
2026-02-26,Revenue,Revenue,Corp. clients,"(2,119)",manual Entry,TBD,accrual,Ask owner
2026-01-25,G&A,Accounting fees,Brandon,"7,141",Check,M. Chen,manual adj,One-off item
2026-01-25,R&D,Cloud hosting,AWS / Datadog,"7,528",cash,Erikfinance ops,Posted,Ask owner
01-Jan-26,R&D,AI automation,n8n,"9,296",Pos,Andres,late invoice,Check sign
01/4/26,R&D,Cloud hosting,AWS / Datadog,966,Pos,TBD,needs mapping,Ask owner
2026-03-28,G&A,Accounting fees,Jason CPA,"1,227",ERP,M. Chen,late invoice,Map to GL 6100
2026-03-28,Revenue,Subscr. revenue,Retail Customer,"1,833",manual Entry,Alex - FP&A,posted,Timing issue
15 Feb-26,Marketing,Events & webinars,Various,"4,142",Pos,TBD,late invoice,
2026-02-26,G&A,Legal fees,Buchalter,"(9,275)",ERP,Alex - FP&A,accrual,Ask owner
2026-03-28,Mktg,Events & webinars,Various,"6,827",manual Entry,,accrual,Ask owner
01-Jan-26,G&A,Legal fees,Buchalter,"2,182",cash,Andres,needs mapping,Ask owner
2026-04-01,G&A,Office rent,Landlord,"3,681",Check,M. Chen,needs mapping,Check sign
2026-01-25,Mktg,Customer appr.,Amazon gift c.,181,ERP,Andres,late invoice,One-off item
01/1/26,R&D,Payroll - eng,Payroll,"7,988",cash,Andres,Posted,Ask owner
01-Jan-26,G&A,Legal fees,Europa Law firm,"7,608",Check,Andres,Posted,Check sign
2026-04-01,G&A,Legal fees,Europa Law firm,"(6,997)",cash,,needs mapping,Check sign
01/2/26,Mktg,Customer appr.,Soccer Ticket,"9,865",Check,,needs mapping,
15 Feb-26,R&D,Cloud hosting,AWS / Datadog,"4,778",Pos,,Posted,Check sign
2026-02-26,Marketing,Paid media,Google / LinkedIn,"7,633",ERP,Alex - FP&A,Posted,Timing issue
15 Feb-26,Marketing,Customer appr.,Soccer Ticket,349,ERP,,late invoice,Timing issue
01/3/26,Marketing,Google Ads,Google / LinkedIn,"6,808",Pos,Alex - FP&A,accrual,Timing issue
2026-02-26,Services,Prof services,Implementation clients,"4,842",ERP,Andres,posted,Vendor invoice late
15 Apr-26,Marketing,Google Ads,Google / LinkedIn,"5,645",Check,M. Chen,,Check sign
2026-02-26,G&A,Accounting fees,Brandon,"(8,763)",Check,Erikfinance ops,manual adj,Map to GL 6100
2026-04-01,Marketing,Paid media,Google / LinkedIn,"(6,446)",cash,Alex - FP&A,late invoice,Timing issue
01/2/26,Mktg,Events & webinars,Various,"3,411",Check,TBD,late invoice,Map to GL 6100
2026-04-01,Mktg,Customer appr.,Amazon gift c.,"6,998",cash,Erikfinance ops,needs mapping,Timing issue
2026-04-01,Services,Prof services,Implementation clients,"7,381",cash,,posted,Map to GL 6100
15 Feb-26,Services,Support tools,Zendesk / Gainsight,"5,503",cash,TBD,late invoice,Timing issue
2026-01-25,Revenue,Revenue,Retail Customer,"4,151",Check,TBD,accrual,
2026-03-28,Marketing,Customer appr.,Soccer Ticket,"3,776",manual Entry,Erikfinance ops,,Timing issue
2026-01-25,COGS,Cloud hosting,AWS / Datadog,"8,889",Check,Alex - FP&A,Posted,Check sign
2026-02-26,G&A,Accounting fees,Brandon,"4,019",cash,Alex - FP&A,posted,One-off item
25 Mar-26,Marketing,Events & webinars,Various,"(4,062)",manual Entry,M. Chen,posted,Timing issue
15 Apr-26,COGS,Payroll - eng,Payroll,"2,984",ERP,Erikfinance ops,Posted,Ask owner
01/3/26,R&D,Cloud hosting,AWS / Datadog,"7,723",Pos,TBD,,Check sign
01/3/26,COGS,Cloud hosting,AWS / Datadog,"1,120",manual Entry,TBD,Posted,Map to GL 6100
01-Jan-26,R&D,AI automation,n8n,"(9,534)",Pos,Erikfinance ops,Posted,
01/3/26,G&A,Legal fees,Europa Law firm,"3,075",Check,TBD,Posted,Vendor invoice late
01/4/26,Mktg,Paid media,Google / LinkedIn,"6,673",Pos,Erikfinance ops,late invoice,
01-Jan-26,Sales,Sales commission,Payroll,"1,037",cash,Alex - FP&A,needs mapping,One-off item
2026-01-25,COGS,Materials,Electric house,"6,185",ERP,Alex - FP&A,accrual,Timing issue
2026-02-26,Services,Support tools,Zendesk / Gainsight,557,manual Entry,Alex - FP&A,,
01-Jan-26,Revenue,Service,Corp. clients,"7,482",manual Entry,Andres,late invoice,One-off item
2026-01-25,Mktg,Paid media,Google / LinkedIn,"8,116",Pos,Alex - FP&A,Posted,
2026-04-01,COGS,Cloud hosting,AWS / Datadog,"7,651",ERP,,late invoice,Map to GL 6100
01/1/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"3,638",Check,Alex - FP&A,late invoice,Vendor invoice late
15 Apr-26,Mktg,Paid media,Google / LinkedIn,"(4,120)",manual Entry,,needs mapping,
01/3/26,Mktg,Paid media,Google / LinkedIn,"8,121",ERP,M. Chen,needs mapping,Ask owner
25 Mar-26,Sales,Sales commission,Payroll,"3,612",ERP,Alex - FP&A,,Vendor invoice late
15 Feb-26,Marketing,Events & webinars,Various,"5,428",manual Entry,Erikfinance ops,,One-off item
2026-03-28,Marketing,Google Ads,Google / LinkedIn,"6,540",ERP,Alex - FP&A,posted,Timing issue
2026-02-26,Mktg,Paid media,Google / LinkedIn,"(3,195)",ERP,TBD,posted,One-off item
2026-03-28,Marketing,Events & webinars,Various,"1,623",cash,Alex - FP&A,accrual,
01/3/26,Mktg,Events & webinars,Various,"8,801",ERP,,manual adj,Vendor invoice late
15 Apr-26,Revenue,Product sales,Retail Customer,"(6,933)",cash,Andres,needs mapping,One-off item
2026-04-01,R&D,Payroll - eng,Payroll,447,cash,Erikfinance ops,Posted,Check sign
01-Jan-26,Sales,Sales commission,Payroll,"6,623",Pos,Alex - FP&A,needs mapping,Map to GL 6100
2026-04-01,Marketing,Customer appr.,Amazon gift c.,"(1,477)",Check,TBD,posted,Ask owner
2026-02-26,Mktg,Paid media,Google / LinkedIn,"9,961",manual Entry,Erikfinance ops,,One-off item
2026-03-28,Revenue,Subscr. revenue,Corp. clients,"9,878",manual Entry,,late invoice,
01-Jan-26,G&A,Office rent,Landlord,"(2,115)",cash,TBD,posted,One-off item
2026-04-01,Marketing,Customer appr.,Gift hamper,"(5,253)",manual Entry,,Posted,One-off item
2026-03-28,Marketing,Events & webinars,Various,"6,520",cash,Erikfinance ops,needs mapping,Ask owner
2026-02-26,Mktg,Customer appr.,Amazon gift c.,"(3,449)",Pos,Erikfinance ops,posted,Timing issue
15 Apr-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"(9,993)",cash,M. Chen,needs mapping,One-off item
01/1/26,Marketing,Events & webinars,Various,"4,472",manual Entry,M. Chen,late invoice,Vendor invoice late
2026-02-26,Revenue,Revenue,Corp. clients,602,Check,Erikfinance ops,accrual,Check sign
01-Jan-26,Marketing,Events & webinars,Various,"4,537",ERP,M. Chen,Posted,Vendor invoice late
2026-01-25,Revenue,Subscr. revenue,Corp. clients,"7,888",cash,M. Chen,late invoice,Check sign
2026-04-01,Marketing,Paid media,Google / LinkedIn,"1,809",cash,Alex - FP&A,posted,Timing issue
15 Feb-26,COGS,Cloud hosting,AWS / Datadog,"4,437",Pos,Alex - FP&A,manual adj,Check sign
2026-04-01,Services,Support tools,Zendesk / Gainsight,738,ERP,Alex - FP&A,,Map to GL 6100
01/4/26,Mktg,Paid media,Google / LinkedIn,600,Pos,Andres,late invoice,Timing issue
01/3/26,COGS,Materials,Electric house,"8,616",manual Entry,Erikfinance ops,late invoice,Check sign
15 Apr-26,Marketing,Events & webinars,Various,"5,801",Check,Andres,posted,Map to GL 6100
