Raw ERP/Planning Export - intentionally messy,,,,,,,,
,,,,,,,,
Date,Dept,Account,Vendor / Customer,Amount EUR,Source,Owner,Status,Manual note
10 Jul-25,Sales,Sales commission,Payroll,"(7,756)",ERP,finance ops,posted,Check sign
07-Mar-26,Mktg,Events & webinars,Various,"2,556",Check,M. Chen,,Timing issue
2025-09-16,G&A,Office rent,Landlord,"7,814",Pos,TBD,,
05/22/26,Services,Support tools,Zendesk / Gainsight,"5,612",ERP,TBD,Posted,Vendor invoice late
17-Feb-26,Services,Prof services,Implementation clients,"1,036",cash,TBD,accrual,One-off item
14-Oct-25,Revenue,Product sales,Corp. clients,"5,661",ERP,M. Chen,,One-off item
07 Jul-26,Mktg,Customer appr.,Soccer Ticket,"7,401",manual Entry,,posted,Timing issue
03/05/25,R&D,AI automation,n8n,"(7,144)",cash,Alex - FP&A,late invoice,One-off item
2025-06-08,Sales,Payroll - sales,Payroll,514,Pos,Andres,accrual,Timing issue
27-Jan-25,G&A,Accounting fees,Brandon,"(7,860)",ERP,,Posted,Check sign
03 Feb-25,Mktg,Customer appr.,Amazon gift c.,"2,309",Pos,Erik,manual adj,Vendor invoice late
2025-08-19,G&A,Office rent,Landlord,"8,611",ERP,TBD,Posted,Timing issue
17 Mar-25,Mktg,Events & webinars,Various,"(1,886)",ERP,Andres,,Check sign
2025-08-23,Mktg,Events & webinars,Various,"(5,442)",Check,,Posted,Map to GL 6100
19 Jun-25,R&D,Cloud hosting,AWS / Datadog,"3,835",manual Entry,TBD,,Map to GL 6100
2025-06-13,COGS,Cloud hosting,AWS / Datadog,"6,583",Check,TBD,,Timing issue
22-Apr-26,R&D,Cloud hosting,AWS / Datadog,569,cash,M. Chen,manual adj,Check sign
03 Jan-26,Mktg,Events & webinars,Various,"4,275",manual Entry,Alex - FP&A,needs mapping,Ask owner
20-Mar-26,Services,Support tools,Zendesk / Gainsight,"(5,042)",Check,finance ops,accrual,Vendor invoice late
31 May-26,Services,Prof services,Implementation clients,"(3,381)",manual Entry,Erik,accrual,Check sign
06-Jun-26,Mktg,Events & webinars,Various,"6,702",cash,Andres,posted,Check sign
18-Mar-26,Services,Support tools,Zendesk / Gainsight,"4,045",cash,M. Chen,late invoice,Vendor invoice late
10 Feb-26,Services,Support tools,Zendesk / Gainsight,"1,387",Check,,needs mapping,Timing issue
16-Jan-26,Sales,Payroll - sales,Payroll,"3,859",manual Entry,,manual adj,One-off item
31-Mar-25,Mktg,Paid media,Google / LinkedIn,"(3,896)",Pos,finance ops,manual adj,
2025-10-26,R&D,Cloud hosting,AWS / Datadog,"(4,824)",ERP,Erik,posted,One-off item
11-Jan-26,Revenue,Product sales,Retail Customer,"1,377",ERP,TBD,manual adj,Check sign
06/04/26,COGS,Materials,Walmart,"(9,099)",Pos,Alex - FP&A,accrual,Map to GL 6100
2025-05-22,Sales,Sales commission,Payroll,"(2,131)",manual Entry,Andres,late invoice,
10/05/25,Sales,Sales commission,Payroll,"8,883",manual Entry,Andres,Posted,Vendor invoice late
27 Mar-25,COGS,Cloud hosting,AWS / Datadog,"(7,425)",Check,M. Chen,accrual,Ask owner
2026-03-11,Mktg,Paid media,Google / LinkedIn,"1,365",ERP,Andres,manual adj,Vendor invoice late
04-May-26,Marketing,Google Ads,Google / LinkedIn,"3,670",manual Entry,TBD,needs mapping,
04 Mar-25,Mktg,Paid media,Google / LinkedIn,"9,892",manual Entry,Andres,needs mapping,
06 Sep-25,G&A,Office rent,Landlord,"(6,361)",ERP,M. Chen,needs mapping,Ask owner
20-Mar-26,Services,Support tools,Zendesk / Gainsight,"(7,849)",Pos,Alex - FP&A,accrual,Check sign
30-Jul-25,Services,Prof services,Implementation clients,"6,121",ERP,M. Chen,needs mapping,Vendor invoice late
01/19/26,Revenue,Product sales,Corp. clients,"1,553",Check,Andres,needs mapping,Ask owner
2025-05-02,COGS,Materials,Home Depot,"7,046",cash,finance ops,,Timing issue
19 Feb-25,R&D,Cloud hosting,AWS / Datadog,"4,407",manual Entry,Andres,posted,Vendor invoice late
23-Apr-26,Mktg,Events & webinars,Various,"4,699",manual Entry,M. Chen,accrual,Timing issue
29 Oct-25,G&A,Office rent,Landlord,"(8,290)",Check,TBD,,One-off item
10 May-26,Services,Support tools,Zendesk / Gainsight,"1,433",ERP,Erik,posted,One-off item
20 Feb-26,Sales,Sales commission,Payroll,"4,271",Check,TBD,needs mapping,Check sign
2025-08-29,COGS,Cloud hosting,AWS / Datadog,"5,578",ERP,,,Map to GL 6100
21-Sep-25,Marketing,Paid media,Google / LinkedIn,"8,255",Check,M. Chen,accrual,One-off item
20 Jul-25,Mktg,Events & webinars,Various,123,manual Entry,Erik,accrual,Ask owner
13 Mar-25,Marketing,Google Ads,Google / LinkedIn,"6,073",Check,Andres,,Check sign
05/13/26,Services,Support tools,Zendesk / Gainsight,"9,684",manual Entry,Alex - FP&A,late invoice,One-off item
2025-10-15,Revenue,Subscr. revenue,Retail Customer,"9,268",ERP,M. Chen,Posted,Check sign
23-Mar-26,Services,Prof services,Implementation clients,"(8,618)",Check,Erik,accrual,
31-May-25,Marketing,Paid media,Google / LinkedIn,"9,345",Pos,,posted,Timing issue
05/03/26,Sales,Sales commission,Payroll,"3,945",ERP,Alex - FP&A,accrual,Check sign
2025-11-23,Services,Prof services,Implementation clients,"5,148",ERP,TBD,Posted,
29 Oct-25,Services,Prof services,Implementation clients,"(2,337)",Check,TBD,posted,Check sign
25-Jan-26,G&A,Accounting fees,Brandon,"5,392",Pos,M. Chen,manual adj,Timing issue
04/05/25,G&A,Accounting fees,Brandon,"2,986",Check,TBD,manual adj,One-off item
11-Mar-25,G&A,Office rent,Landlord,"(2,419)",Check,Alex - FP&A,needs mapping,Check sign
05/26/25,R&D,AI automation,n8n,"2,238",cash,Alex - FP&A,needs mapping,
15-Apr-25,G&A,Accounting fees,Jason CPA,"(8,841)",ERP,Andres,posted,
09-Jul-25,Marketing,Paid media,Google / LinkedIn,"(6,355)",Check,TBD,posted,
2026-01-20,G&A,Accounting fees,Brandon,"7,649",Check,Andres,accrual,One-off item
02/20/25,Marketing,Events & webinars,Various,"7,054",ERP,,Posted,Map to GL 6100
27-Mar-26,R&D,Cloud hosting,AWS / Datadog,"6,060",Check,Erik,needs mapping,One-off item
2025-07-12,R&D,Payroll - eng,Payroll,"8,513",ERP,TBD,late invoice,Timing issue
23-Mar-25,G&A,Accounting fees,Brandon,"(5,960)",manual Entry,,accrual,One-off item
17 Sep-25,Marketing,Customer appr.,Amazon gift c.,"3,693",Check,TBD,,
11/12/25,G&A,Legal fees,Buchalter,"(4,324)",Pos,TBD,accrual,One-off item
2026-03-05,R&D,Cloud hosting,AWS / Datadog,750,cash,,manual adj,Vendor invoice late
01/31/25,Sales,Payroll - sales,Payroll,"1,988",Check,Alex - FP&A,Posted,Timing issue
23-Feb-26,COGS,Payroll - eng,Payroll,"5,226",ERP,,,Vendor invoice late
28-Jul-25,Services,Prof services,Implementation clients,"7,624",Pos,Andres,needs mapping,
01 Dec-25,Revenue,Service,Retail Customer,"8,394",Check,TBD,manual adj,One-off item
17 May-25,Mktg,Customer appr.,Gift hamper,382,manual Entry,TBD,accrual,Map to GL 6100
03/25/25,COGS,Payroll - eng,Payroll,"(6,005)",Check,Alex - FP&A,manual adj,
30 Mar-25,Services,Support tools,Zendesk / Gainsight,"8,230",ERP,Alex - FP&A,accrual,Timing issue
10 Nov-25,COGS,Materials,Johnsons Supply,"9,596",Check,Erik,Posted,Ask owner
2026-01-31,Marketing,Events & webinars,Various,"1,925",manual Entry,Andres,late invoice,Timing issue
04/25/26,Sales,Payroll - sales,Payroll,"1,074",Check,M. Chen,needs mapping,One-off item
29-Jul-25,Services,Support tools,Zendesk / Gainsight,"(3,941)",manual Entry,Alex - FP&A,,One-off item
2025-05-20,G&A,Accounting fees,Brandon,"8,341",cash,Erik,Posted,Vendor invoice late
21-Feb-25,G&A,Legal fees,Buchalter,"(7,318)",manual Entry,,posted,Timing issue
2026-07-02,R&D,Payroll - eng,Payroll,831,manual Entry,M. Chen,Posted,Timing issue
18 Jan-26,Mktg,Paid media,Google / LinkedIn,"(4,745)",ERP,TBD,posted,
08/05/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"5,217",manual Entry,finance ops,posted,One-off item
2025-10-08,COGS,Cloud hosting,AWS / Datadog,"7,212",ERP,Alex - FP&A,manual adj,One-off item
10 Jan-25,COGS,Cloud hosting,AWS / Datadog,"8,910",ERP,Andres,needs mapping,Ask owner
01 Apr-26,COGS,Materials,Electric house,"6,743",ERP,finance ops,Posted,One-off item
2025-09-16,G&A,Office rent,Landlord,"6,807",Check,Andres,accrual,Map to GL 6100
03/29/25,COGS,Payroll - eng,Payroll,"9,931",Pos,finance ops,manual adj,One-off item
16 Nov-25,R&D,Payroll - eng,Payroll,"7,355",cash,finance ops,,
2025-02-02,Marketing,Events & webinars,Various,"9,725",manual Entry,finance ops,manual adj,Timing issue
17 May-25,Sales,Sales commission,Payroll,"1,559",Pos,M. Chen,needs mapping,Map to GL 6100
08/05/25,G&A,Office rent,Landlord,"8,880",ERP,Andres,late invoice,Timing issue
06-Jun-26,Revenue,Revenue,Retail Customer,"4,531",Pos,Alex - FP&A,late invoice,Ask owner
07/01/26,R&D,Cloud hosting,AWS / Datadog,"3,966",cash,Alex - FP&A,late invoice,
10/17/25,Mktg,Paid media,Google / LinkedIn,"5,434",ERP,Erik,needs mapping,One-off item
12 Jan-25,Services,Support tools,Zendesk / Gainsight,"1,804",cash,Andres,needs mapping,Map to GL 6100
07/05/26,Sales,Payroll - sales,Payroll,"(5,960)",manual Entry,,needs mapping,One-off item
10/11/25,COGS,Materials,Electric house,"3,386",ERP,Erik,manual adj,Ask owner
04/25/26,Revenue,Product sales,Corp. clients,"2,582",ERP,finance ops,posted,Ask owner
07 Apr-26,Mktg,Customer appr.,Soccer Ticket,"1,138",cash,Alex - FP&A,Posted,One-off item
10/05/25,Services,Support tools,Zendesk / Gainsight,"4,873",Check,finance ops,needs mapping,Vendor invoice late
31-Aug-25,Sales,Payroll - sales,Payroll,"7,595",cash,TBD,late invoice,Timing issue
2026-02-14,Services,Prof services,Implementation clients,749,Pos,M. Chen,late invoice,Timing issue
18 Oct-25,G&A,Office rent,Landlord,"1,390",manual Entry,Erik,manual adj,Map to GL 6100
2025-07-18,Mktg,Events & webinars,Various,"(4,498)",ERP,Alex - FP&A,needs mapping,Timing issue
01/19/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,262",manual Entry,finance ops,posted,Check sign
23 Jun-26,Revenue,Product sales,Retail Customer,"3,455",manual Entry,Alex - FP&A,posted,One-off item
2026-04-18,Mktg,Paid media,Google / LinkedIn,"5,867",Check,M. Chen,late invoice,Map to GL 6100
05/29/26,Sales,Payroll - sales,Payroll,"8,038",Check,Erik,needs mapping,Timing issue
2025-01-14,Mktg,Events & webinars,Various,"9,920",manual Entry,,posted,Check sign
10/31/25,Revenue,Product sales,Retail Customer,"8,583",Pos,Andres,accrual,Ask owner
14-Oct-25,G&A,Office rent,Landlord,"(2,098)",manual Entry,M. Chen,late invoice,Check sign
2025-08-16,Services,Prof services,Implementation clients,"(1,952)",ERP,Alex - FP&A,Posted,Timing issue
18 May-26,Sales,Payroll - sales,Payroll,"9,284",Pos,M. Chen,accrual,Ask owner
25-Apr-25,Services,Support tools,Zendesk / Gainsight,"8,135",cash,TBD,accrual,Timing issue
2025-08-08,Sales,Payroll - sales,Payroll,"2,967",ERP,Erik,accrual,
2025-07-12,Mktg,Customer appr.,Gift hamper,"(6,231)",manual Entry,Erik,needs mapping,Vendor invoice late
2026-04-10,G&A,Office rent,Landlord,"6,892",Pos,finance ops,needs mapping,Ask owner
2026-05-01,Marketing,Customer appr.,Gift hamper,"3,255",ERP,M. Chen,needs mapping,Timing issue
05/25/25,Revenue,Revenue,Corp. clients,"2,243",Pos,TBD,,
2025-11-23,Marketing,Google Ads,Google / LinkedIn,"6,527",manual Entry,finance ops,late invoice,One-off item
15-Apr-25,Sales,Payroll - sales,Payroll,"7,337",manual Entry,M. Chen,manual adj,Map to GL 6100
2025-04-02,Sales,Payroll - sales,Payroll,"(6,678)",Check,,manual adj,Ask owner
2025-05-13,COGS,Materials,Home Depot,10,cash,finance ops,manual adj,Check sign
10 Dec-25,COGS,Cloud hosting,AWS / Datadog,"6,609",ERP,Andres,posted,Ask owner
11/26/25,Services,Support tools,Zendesk / Gainsight,"6,209",cash,Erik,Posted,Map to GL 6100
01/26/26,Marketing,Google Ads,Google / LinkedIn,"3,024",Pos,Andres,,Check sign
07 Feb-26,R&D,Payroll - eng,Payroll,"2,055",cash,TBD,needs mapping,Map to GL 6100
14 Aug-25,Revenue,Subscr. revenue,Corp. clients,"1,393",Check,Andres,,Vendor invoice late
05/25/25,Marketing,Events & webinars,Various,"4,216",Pos,Andres,late invoice,Ask owner
03/22/25,Sales,Sales commission,Payroll,"6,423",Check,Erik,Posted,Check sign
07/09/26,Revenue,Subscr. revenue,Corp. clients,867,Check,Erik,accrual,One-off item
2025-01-15,COGS,Materials,Electric house,"3,276",cash,M. Chen,Posted,Timing issue
2026-06-17,Revenue,Subscr. revenue,Retail Customer,976,Check,,,Map to GL 6100
2025-05-13,COGS,Materials,Johnsons Supply,"8,467",manual Entry,M. Chen,manual adj,Map to GL 6100
2025-12-09,COGS,Payroll - eng,Payroll,(830),cash,Alex - FP&A,needs mapping,Timing issue
2025-07-06,Revenue,Subscr. revenue,Retail Customer,"2,369",cash,finance ops,Posted,Vendor invoice late
24 Apr-26,COGS,Payroll - eng,Payroll,"(3,810)",Pos,TBD,needs mapping,Ask owner
2025-02-02,Services,Support tools,Zendesk / Gainsight,"9,459",cash,finance ops,posted,Timing issue
2026-01-31,Revenue,Revenue,Corp. clients,"6,433",cash,Andres,posted,One-off item
19-Apr-25,Marketing,Events & webinars,Various,"6,443",manual Entry,finance ops,accrual,Map to GL 6100
07-Mar-26,Revenue,Revenue,Corp. clients,"3,812",manual Entry,TBD,Posted,
04-Jul-26,Marketing,Paid media,Google / LinkedIn,652,manual Entry,M. Chen,Posted,
02/16/26,Revenue,Product sales,Corp. clients,"3,518",Check,Erik,late invoice,One-off item
26 Feb-26,COGS,Payroll - eng,Payroll,"4,455",ERP,Erik,,Vendor invoice late
11/11/25,Mktg,Events & webinars,Various,"3,771",manual Entry,TBD,Posted,One-off item
01/31/25,COGS,Materials,Electric house,"7,585",ERP,Andres,late invoice,Check sign
2025-11-27,Services,Prof services,Implementation clients,"6,757",cash,,accrual,
20 Oct-25,Sales,Payroll - sales,Payroll,"(8,125)",Check,,accrual,Timing issue
26 Feb-26,Mktg,Customer appr.,Amazon gift c.,"(3,582)",Check,Erik,accrual,Map to GL 6100
11-Mar-25,Marketing,Google Ads,Google / LinkedIn,"2,918",manual Entry,finance ops,manual adj,Vendor invoice late
10 Dec-25,Marketing,Customer appr.,Amazon gift c.,181,cash,Alex - FP&A,accrual,One-off item
13 Aug-25,Revenue,Product sales,Corp. clients,"7,835",Check,Erik,needs mapping,Ask owner
2025-04-08,Mktg,Customer appr.,Gift hamper,"2,567",manual Entry,,posted,Timing issue
2025-06-16,Services,Prof services,Implementation clients,"2,012",Check,finance ops,late invoice,Ask owner
27 Oct-25,Sales,Payroll - sales,Payroll,"3,071",Pos,TBD,posted,Ask owner
13 Mar-25,Mktg,Events & webinars,Various,"4,466",manual Entry,Erik,needs mapping,Ask owner
03 Feb-25,Services,Prof services,Implementation clients,"2,722",Check,M. Chen,late invoice,One-off item
06/01/25,Sales,Payroll - sales,Payroll,41,Pos,Alex - FP&A,,Ask owner
27-Jun-25,Mktg,Events & webinars,Various,"7,630",Check,finance ops,posted,Map to GL 6100
24 Sep-25,Marketing,Google Ads,Google / LinkedIn,"(6,688)",cash,finance ops,accrual,Vendor invoice late
2025-11-23,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,209",Check,TBD,,Vendor invoice late
2025-04-08,R&D,Cloud hosting,AWS / Datadog,"9,683",Pos,Erik,Posted,Vendor invoice late
03 May-25,Revenue,Service,Corp. clients,"1,220",manual Entry,TBD,late invoice,Map to GL 6100
2025-01-04,COGS,Cloud hosting,AWS / Datadog,"7,689",Check,Erik,Posted,Check sign
01 Apr-26,Mktg,Customer appr.,Amazon gift c.,"(1,416)",manual Entry,Erik,manual adj,
12-Apr-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"2,919",Pos,finance ops,late invoice,
01 Apr-26,Revenue,Service,Retail Customer,"2,739",manual Entry,Andres,needs mapping,Map to GL 6100
30 Mar-25,Services,Prof services,Implementation clients,"6,878",Pos,M. Chen,accrual,Timing issue
2026-03-25,Marketing,Events & webinars,Various,"1,664",cash,Erik,accrual,One-off item
03/05/25,Sales,Payroll - sales,Payroll,"9,603",Pos,Alex - FP&A,late invoice,Vendor invoice late
2025-09-16,Sales,CRM / RevOps tools,Salesforce / Outreach,"6,671",Pos,M. Chen,,
10 Jan-25,Revenue,Service,Corp. clients,"(6,312)",manual Entry,TBD,late invoice,One-off item
07-Aug-25,G&A,Office rent,Landlord,"5,116",cash,Erik,,One-off item
04 Mar-25,R&D,Payroll - eng,Payroll,"6,005",Pos,TBD,late invoice,One-off item
02 Mar-26,Marketing,Customer appr.,Amazon gift c.,"(8,587)",cash,,needs mapping,Ask owner
2025-01-14,G&A,Office rent,Landlord,"(8,742)",manual Entry,Erik,posted,Timing issue
2025-12-06,Mktg,Customer appr.,Soccer Ticket,"3,050",Pos,finance ops,manual adj,Ask owner
25-Apr-25,R&D,Cloud hosting,AWS / Datadog,"6,624",manual Entry,,,Vendor invoice late
2025-06-03,Services,Support tools,Zendesk / Gainsight,"4,852",cash,Alex - FP&A,accrual,Ask owner
11-Sep-25,Revenue,Revenue,Corp. clients,"1,469",cash,Alex - FP&A,late invoice,Timing issue
05/04/25,Marketing,Paid media,Google / LinkedIn,"6,181",manual Entry,Erik,accrual,Ask owner
05/15/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"3,962",manual Entry,Erik,,Vendor invoice late
03/30/26,R&D,Payroll - eng,Payroll,(385),ERP,Erik,,Check sign
05/28/25,Services,Support tools,Zendesk / Gainsight,"2,699",manual Entry,Erik,Posted,One-off item
2026-06-08,R&D,AI automation,n8n,"8,042",Pos,Alex - FP&A,manual adj,Check sign
08-May-25,Services,Support tools,Zendesk / Gainsight,"6,332",Pos,Andres,,
29 Jun-26,R&D,AI automation,n8n,"9,658",manual Entry,Andres,accrual,Map to GL 6100
06/01/26,Marketing,Events & webinars,Various,305,Pos,Erik,accrual,Check sign
12-Apr-25,COGS,Cloud hosting,AWS / Datadog,"3,478",manual Entry,Andres,,Vendor invoice late
02/10/25,Revenue,Subscr. revenue,Retail Customer,"2,606",Pos,,,Vendor invoice late
03/05/25,Services,Prof services,Implementation clients,"(9,214)",cash,finance ops,needs mapping,Ask owner
10/31/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,654",Check,,needs mapping,Timing issue
27 Mar-25,Services,Support tools,Zendesk / Gainsight,"1,504",ERP,M. Chen,late invoice,Timing issue
16 Apr-26,G&A,Accounting fees,Jason CPA,"8,640",manual Entry,Erik,posted,
26 Sep-25,R&D,Cloud hosting,AWS / Datadog,50,cash,Alex - FP&A,posted,
02/10/25,Mktg,Paid media,Google / LinkedIn,279,ERP,Erik,manual adj,Vendor invoice late
15-Apr-26,G&A,Accounting fees,Brandon,"(5,773)",Pos,finance ops,,Ask owner
12/23/25,R&D,Cloud hosting,AWS / Datadog,"4,792",cash,,needs mapping,Vendor invoice late
05/04/25,Revenue,Subscr. revenue,Corp. clients,"2,544",Check,TBD,Posted,Vendor invoice late
2025-10-15,Marketing,Customer appr.,Gift hamper,"4,795",ERP,finance ops,manual adj,Ask owner
20 Mar-25,R&D,Payroll - eng,Payroll,"(6,994)",Check,M. Chen,late invoice,Check sign
07 Mar-25,R&D,AI automation,n8n,"(9,915)",manual Entry,Erik,late invoice,One-off item
2025-01-23,Marketing,Google Ads,Google / LinkedIn,206,ERP,Andres,late invoice,Vendor invoice late
09/19/25,Mktg,Events & webinars,Various,"(5,016)",Check,Erik,late invoice,Vendor invoice late
07/11/26,Services,Prof services,Implementation clients,"7,046",Check,,late invoice,One-off item
09/12/25,Services,Support tools,Zendesk / Gainsight,"2,283",cash,,needs mapping,Timing issue
2026-04-18,COGS,Cloud hosting,AWS / Datadog,"7,705",Pos,M. Chen,needs mapping,Vendor invoice late
05/29/25,G&A,Legal fees,Buchalter,174,Check,M. Chen,late invoice,Timing issue
24 Dec-25,Revenue,Subscr. revenue,Retail Customer,"(8,284)",Pos,,manual adj,
17 May-25,Marketing,Customer appr.,Amazon gift c.,"8,059",cash,Alex - FP&A,needs mapping,Map to GL 6100
04 Feb-26,COGS,Cloud hosting,AWS / Datadog,"2,036",Check,M. Chen,manual adj,Map to GL 6100
16 Nov-25,Marketing,Events & webinars,Various,"1,739",Check,Erik,needs mapping,Vendor invoice late
07-Mar-26,R&D,AI automation,n8n,"4,284",Pos,Alex - FP&A,posted,Vendor invoice late
22 Oct-25,R&D,AI automation,n8n,"4,921",Pos,,accrual,
2026-06-19,Services,Support tools,Zendesk / Gainsight,"9,043",ERP,M. Chen,Posted,Check sign
12/13/25,COGS,Cloud hosting,AWS / Datadog,"8,644",ERP,M. Chen,accrual,Map to GL 6100
16 Nov-25,G&A,Accounting fees,Jason CPA,"7,031",cash,TBD,late invoice,One-off item
01/05/25,R&D,AI automation,n8n,"8,293",ERP,,late invoice,
01/24/26,Revenue,Service,Retail Customer,662,Pos,TBD,late invoice,Timing issue
2025-06-04,G&A,Legal fees,Europa Law firm,"(1,289)",cash,TBD,manual adj,Check sign
09-Jul-25,Mktg,Customer appr.,Gift hamper,"(5,144)",Pos,Alex - FP&A,needs mapping,
06/10/26,G&A,Legal fees,Europa Law firm,431,manual Entry,finance ops,posted,Ask owner
22-Apr-26,COGS,Payroll - eng,Payroll,"1,334",Check,finance ops,needs mapping,Timing issue
03/12/25,R&D,AI automation,n8n,"9,997",ERP,TBD,posted,Timing issue
20 Oct-25,Marketing,Google Ads,Google / LinkedIn,138,Pos,,late invoice,Timing issue
06/01/26,R&D,Payroll - eng,Payroll,"5,453",ERP,Erik,posted,Ask owner
2025-02-14,Marketing,Customer appr.,Soccer Ticket,"(9,773)",Pos,Erik,posted,
27-Jan-25,Mktg,Events & webinars,Various,"7,297",ERP,finance ops,manual adj,Ask owner
10 Mar-26,Mktg,Customer appr.,Amazon gift c.,906,Check,M. Chen,needs mapping,Check sign
28 Jun-26,Services,Prof services,Implementation clients,"1,061",Check,,late invoice,Timing issue
01/31/25,Revenue,Subscr. revenue,Corp. clients,"6,220",Pos,finance ops,manual adj,Map to GL 6100
08-Nov-25,Sales,Payroll - sales,Payroll,"1,040",Check,Erik,needs mapping,Vendor invoice late
02/16/26,R&D,AI automation,n8n,"3,692",Pos,Erik,posted,
04-Oct-25,Mktg,Customer appr.,Soccer Ticket,"8,226",Pos,TBD,,Ask owner
02/01/26,R&D,Payroll - eng,Payroll,"7,243",manual Entry,finance ops,late invoice,Vendor invoice late
30-Jul-25,Mktg,Events & webinars,Various,"3,051",Check,Erik,needs mapping,
28 Jun-26,Marketing,Customer appr.,Soccer Ticket,143,manual Entry,finance ops,,One-off item
25-May-26,Services,Prof services,Implementation clients,"(2,966)",cash,,accrual,One-off item
06 Sep-25,Sales,Sales commission,Payroll,"(2,911)",manual Entry,,accrual,One-off item
01-Mar-25,R&D,Payroll - eng,Payroll,"5,124",ERP,,late invoice,Timing issue
2025-07-26,R&D,AI automation,n8n,"3,892",Check,Alex - FP&A,posted,Check sign
2026-06-16,G&A,Legal fees,Buchalter,"7,437",ERP,M. Chen,,
2025-01-23,Marketing,Google Ads,Google / LinkedIn,"(6,795)",manual Entry,Erik,late invoice,Ask owner
06/26/25,R&D,Cloud hosting,AWS / Datadog,"5,803",cash,finance ops,Posted,Vendor invoice late
2025-05-19,COGS,Payroll - eng,Payroll,"7,065",Check,TBD,accrual,Vendor invoice late
2025-01-23,R&D,Payroll - eng,Payroll,290,cash,Erik,late invoice,Timing issue
05/03/26,Marketing,Paid media,Google / LinkedIn,(130),ERP,Andres,Posted,Check sign
05/25/25,COGS,Materials,Walmart,"6,031",ERP,Erik,manual adj,Vendor invoice late
03-Dec-25,COGS,Cloud hosting,AWS / Datadog,"4,112",Pos,M. Chen,late invoice,Ask owner
2025-12-18,G&A,Legal fees,Europa Law firm,"7,326",Pos,Erik,Posted,
2025-12-30,Sales,CRM / RevOps tools,Salesforce / Outreach,"(2,248)",Pos,Erik,,One-off item
11/12/25,Mktg,Events & webinars,Various,"9,967",cash,,manual adj,One-off item
14 Aug-25,Mktg,Events & webinars,Various,"5,608",cash,,accrual,
02/20/25,Services,Support tools,Zendesk / Gainsight,"8,590",manual Entry,Erik,,One-off item
2025-02-09,Marketing,Customer appr.,Soccer Ticket,"(7,403)",cash,TBD,Posted,Check sign
2025-06-08,R&D,Cloud hosting,AWS / Datadog,"1,687",Check,Erik,late invoice,Map to GL 6100
2026-03-08,COGS,Cloud hosting,AWS / Datadog,"(1,235)",Pos,TBD,posted,Map to GL 6100
2025-05-02,G&A,Office rent,Landlord,"4,662",Pos,Andres,,Check sign
24 Apr-26,G&A,Office rent,Landlord,"3,410",Check,M. Chen,needs mapping,Vendor invoice late
03 Feb-25,Revenue,Product sales,Corp. clients,"5,863",cash,M. Chen,,Map to GL 6100
01 Apr-26,Marketing,Events & webinars,Various,"(2,815)",cash,Erik,,Check sign
15-Feb-25,Revenue,Revenue,Retail Customer,"8,671",Check,,needs mapping,Check sign
23-Mar-26,Sales,Sales commission,Payroll,"4,342",Pos,,Posted,One-off item
2025-09-16,G&A,Accounting fees,Brandon,"2,224",manual Entry,Andres,,Timing issue
07/05/26,Revenue,Revenue,Corp. clients,"2,532",manual Entry,Andres,,Timing issue
2025-08-20,Revenue,Product sales,Corp. clients,"6,011",ERP,Andres,accrual,
01/05/25,Revenue,Revenue,Corp. clients,"7,365",cash,M. Chen,posted,Check sign
02/17/25,COGS,Payroll - eng,Payroll,"8,847",Pos,,accrual,Check sign
17 May-25,G&A,Accounting fees,Jason CPA,"4,295",Pos,TBD,manual adj,Check sign
05/15/25,Mktg,Customer appr.,Amazon gift c.,727,manual Entry,Erik,late invoice,Timing issue
02-Aug-25,COGS,Payroll - eng,Payroll,"5,451",ERP,TBD,accrual,Map to GL 6100
2025-04-02,Revenue,Revenue,Corp. clients,"3,241",Check,Alex - FP&A,needs mapping,Check sign
09-Mar-25,Revenue,Revenue,Corp. clients,"(1,041)",Pos,Andres,manual adj,One-off item
03 May-25,Marketing,Events & webinars,Various,"(9,097)",cash,,needs mapping,Map to GL 6100
2025-12-04,Sales,CRM / RevOps tools,Salesforce / Outreach,"3,305",manual Entry,TBD,Posted,One-off item
2026-07-02,COGS,Materials,Electric house,"8,090",cash,Andres,late invoice,One-off item
2026-06-19,Mktg,Paid media,Google / LinkedIn,"8,361",Pos,Alex - FP&A,needs mapping,Map to GL 6100
2025-10-08,COGS,Payroll - eng,Payroll,"6,589",manual Entry,Erik,posted,Map to GL 6100
2026-03-21,COGS,Cloud hosting,AWS / Datadog,"7,481",Check,M. Chen,accrual,
08 Jan-26,R&D,AI automation,n8n,"(6,481)",cash,M. Chen,manual adj,Map to GL 6100
2025-01-15,Marketing,Events & webinars,Various,"7,502",cash,Alex - FP&A,,Ask owner
31-May-25,Services,Support tools,Zendesk / Gainsight,"6,780",ERP,Andres,posted,
11-Jan-26,G&A,Office rent,Landlord,"4,758",Check,finance ops,posted,Vendor invoice late
2025-01-23,R&D,AI automation,n8n,"6,011",Check,M. Chen,,Check sign
08/27/25,G&A,Accounting fees,Jason CPA,"2,677",Pos,finance ops,,
